parcelid,bathroomcnt,bedroomcnt,sqft,garagecarcnt,latitude,longitude,lotsizesqft,regionidzip,numstories,yearbuilt,price
14119672,2,5,1587,2,33835661,-118022514,6996,96180,1,1955,428576
14014103,3,5,2982,2,33831083,-118015736,4845,96180,1,1997,509727
14131404,2,5,1666,2,33859865,-118015112,7275,96180,1,1966,500396
13903842,3,5,1956,2,33841065,-118023107,6060,96180,1,1954,68240
14014181,2.5,5,2800,2,33828885,-118016028,4675,96180,1,1998,435996
14131360,3,5,2269,2,33861910,-118018861,8400,96180,1,1964,432903
13907729,3,5,2249,2,33851486,-117982410,6060,96180,1,1958,565748
14123036,1.5,5,1620,2,33833911,-118029306,6200,96180,1,1958,67396
14127434,2,5,1721,2,33857790,-118023546,6000,96180,1,1962,311979
14119608,3,5,2127,2,33838521,-118022543,6864,96180,1,1956,316380
14012130,1.5,5,1780,2,33813699,-118024898,6489,96180,1,1959,82772
14014139,2.5,5,2800,2,33828298,-118016021,4609,96180,1,1997,454607
14014372,3,5,2217,2,33841664,-118008965,6000,96180,1,1956,306475
13907395,2,5,1440,2,33841785,-117991473,6600,96180,1,1955,183323
14011948,2.5,5,1848,2,33814727,-118020304,6000,96180,1,1959,76122
14016640,2,5,1662,2,33854249,-118006272,8360,96180,1,1959,70068
14123723,3,5,1698,2,33856863,-118029421,7080,96180,1,1961,229352
14012334,3,5,1678,2,33813727,-118020214,6000,96180,1,1958,281390
14012357,2.5,5,1833,2,33812901,-118016572,6002,96180,1,1958,259293
13909541,4,5,2263,2,33850244,-117987258,3907,96180,1,2001,479323
13907091,3,5,2045,2,33851643,-117991447,6000,96180,1,1956,314473
14126720,3,5,1985,2,33853541,-118027210,6600,96180,1,1962,109744
14122945,2.5,5,2064,2,33833471,-118027974,6000,96180,1,1958,240173
14127082,3,5,2684,2,33855522,-118017106,9900,96180,1,1959,630000
14127573,3,5,2286,2,33853332,-118015743,4348,96180,1,1983,411812
13905482,3,5,2316,2,33842989,-118011260,7260,96180,1,1955,108480
14014077,3,5,2982,2,33830125,-118014985,4930,96180,1,1997,671106
14126484,3,5,2544,2,33851620,-118012773,8789,96180,1,1990,330913
14119504,4,5,2282,2,33834923,-118019083,6732,96180,1,1955,319015
14014134,2.5,5,2800,2,33828322,-118016982,7037,96180,1,1997,799000
13909578,3,5,2263,2,33849185,-117987886,4459,96180,1,2001,474086
14126450,3,5,1775,2,33849629,-118014416,6996,96180,1,1956,330632
13904021,3,5,2045,2,33840905,-118021999,7740,96180,1,1954,479812
13904236,3,5,2251,2,33844841,-118024810,7500,96180,1,1954,86600
14012351,1.5,5,2156,2,33813890,-118016581,6001,96180,1,1958,63987
14126429,3,5,2426,2,33849132,-118013572,6120,96180,1,1956,115620
14131415,2,5,1666,2,33859806,-118015821,7000,96180,1,1966,80623
14015253,3,5,2587,2,33834858,-118008199,9360,96180,1,1959,175817
13909536,3,5,2263,2,33850240,-117988042,3866,96180,1,2001,488146
14015308,2,5,1646,2,33833493,-118005904,10395,96180,1,1959,274031
14012308,2.5,5,1835,2,33814449,-118020903,6600,96180,1,1959,264856
14017435,2,5,2274,2,33851754,-118000756,6000,96180,1,1959,94506
13904793,2,5,1990,2,33845688,-118018504,8550,96180,1,1955,438314
14014072,3,5,2982,2,33829944,-118014555,4775,96180,1,1998,711616
14127423,3,5,2315,2,33857503,-118024355,7743,96180,1,1962,374153
14014150,3,5,3224,2,33828885,-118014550,4620,96180,1,1997,450683
13903743,3,5,1792,2,33839568,-118026758,6000,96180,1,1954,264522
14011981,2.5,5,1427,2,33815868,-118020532,6100,96180,1,1959,523000
14124877,3,5,1713,2,33853108,-118034977,6000,96180,1,1958,430914
14014129,3,5,2982,2,33829151,-118016970,5133,96180,1,1998,469464
14014485,2,5,1999,2,33840297,-118005989,9680,96180,1,1956,112906
14015098,3,5,1621,2,33838543,-118007247,8241,96180,1,1956,526000
14016988,2,5,1570,2,33848104,-118002694,6138,96180,1,1959,305739
14127204,2,5,1718,2,33854667,-118013142,6100,96180,1,1959,170625
13904275,2,5,1793,2,33843215,-118026182,6100,96180,1,1954,179214
14015030,3,5,2506,2,33838960,-118005588,7225,96180,1,1956,584442
14124810,1,5,1620,2,33851318,-118033692,6600,96180,1,1958,289426
13907923,2.5,5,2160,2,33845118,-117980669,10500,96180,1,1958,509472
14010773,2,5,2399,2,33828352,-118013136,6480,96180,1,1956,110215
13906833,3,5,1904,2,33854929,-117986820,6000,96180,1,1955,82120
14121013,2,5,1824,2,33841583,-118030436,6343,96180,1,1956,261213
13907272,3,5,2665,2,33847385,-117986031,11771,96180,1,1956,328413
14014187,2.5,5,2800,2,33828650,-118016207,4675,96180,1,1997,422171
14126210,3.5,5,2958,2,33849126,-118019277,8758,96180,1,1958,315962
13909531,3,5,2263,2,33849708,-117988312,3772,96180,1,2001,576979
14014088,2.5,5,2800,2,33830761,-118015272,4930,96180,1,1998,475995
14014166,3,5,2982,2,33829237,-118016375,4675,96180,1,1998,679494
14119718,5.5,5,3961,2,33838789,-118025831,7982,96180,1,2006,763323
14014067,2.5,5,2800,2,33830699,-118014560,4895,96180,1,1998,434355
14014145,2.5,5,2800,2,33828316,-118014931,4391,96180,1,1997,569488
14014739,2.5,5,1858,2,33838383,-117994629,6840,96180,1,1956,224993
14127198,2,5,1665,2,33854513,-118013642,6400,96180,1,1959,60353
14012124,1.5,5,2060,2,33813708,-118023653,6489,96180,1,1959,183652
13907670,4,5,3010,2,33844807,-117982199,6090,96180,1,2004,413520
14012092,1.5,5,1994,2,33814684,-118024167,6100,96180,1,1959,527591
14014480,4,5,2819,2,33840721,-118006728,6000,96180,1,1956,425146
13909568,3,5,2373,2,33849317,-117986439,4200,96180,1,2001,457986
13906972,3,5,2215,2,33852832,-117984768,6000,96180,1,1956,248301
14124805,2.5,5,2283,2,33851336,-118034042,6642,96180,1,1958,107051
13907119,3,5,2494,2,33851375,-117990401,6000,96180,1,1956,120269
13907480,2,5,1514,2,33840107,-117992358,6200,96180,1,1955,242783
13909547,3,5,2441,2,33850212,-117986280,5621,96180,1,2001,654000
14126793,3,5,1890,2,33852501,-118025227,6000,96180,1,1961,310754
14011552,1.5,5,1537,2,33820946,-118016207,6219,96180,1,1959,96001
14131405,2,5,2125,2,33859881,-118015362,7100,96180,1,1966,287148
14014776,3,5,2064,2,33837238,-117995271,6000,96180,1,1955,540000
13905273,3,5,2103,2,33840304,-118014277,8967,96180,1,1955,471864
13905488,3,5,2130,2,33843075,-118010467,9120,96180,1,1955,129966
13908328,4,5,3230,2,33841526,-117984361,10390,96180,1,2009,730000
14011890,2.5,5,1826,2,33815649,-118017946,6930,96180,1,1958,274905
14014083,3,5,2982,2,33831082,-118014995,4930,96180,1,1997,435682
14012014,2.5,5,1923,2,33816040,-118023493,6050,96180,1,1959,279151
14014563,2.5,5,2484,2,33842216,-118002657,7000,96180,1,1958,231040
14017692,2,5,1855,2,33847413,-117994750,6000,96180,1,1957,204643
13907708,2,5,1807,2,33852072,-117981562,6300,96180,1,1958,66623
14014062,3.5,5,2982,2,33831451,-118014593,5745,96180,1,1998,445676
14126047,3,5,2124,2,33849584,-118023960,6348,96180,1,1955,595431
14016549,4,5,2474,2,33854984,-118008161,7800,96180,1,1955,295290
13904331,3,5,2013,2,33845448,-118025158,6000,96180,1,1954,151318
14119488,3,5,1872,2,33834496,-118022066,6000,96180,1,1955,133934
14126639,3,5,2248,2,33850701,-118020987,6000,96180,1,1962,114380
14126662,3,5,2642,2,33851716,-118026866,6600,96180,1,1961,328790
13905446,2,5,2161,2,33844858,-118011364,6100,96180,1,1955,311467
13908286,3,5,1879,2,33842532,-117985825,8800,96180,1,1958,388522
14012401,2.5,5,1422,2,33812614,-118019009,6210,96180,1,1958,246830
14016663,2.5,5,2161,2,33852827,-118006800,6180,96180,1,1959,364851
14126887,2,5,1824,2,33852292,-118013709,8789,96180,1,1973,495971
13903747,2,4,1355,2,33839730,-118027091,6060,96180,1,1954,228034
13903793,2,4,1355,2,33839586,-118024597,6000,96180,1,1954,60736
13904884,2,4,1651,2,33838848,-118016845,6060,96180,1,1955,370738
13905460,2,4,1344,2,33844161,-118012167,6600,96180,1,1955,496000
13906756,2,4,1418,2,33854489,-117990036,6000,96180,1,1955,267381
13907701,2,4,1552,2,33852059,-117983014,6300,96180,1,1958,343175
13908154,2,4,1629,2,33838135,-117988053,8505,96180,1,1956,62951
14011411,1.5,4,1187,2,33817451,-118016676,6103,96180,1,1959,51326
14012415,1.5,4,1466,2,33812635,-118017693,6300,96180,1,1958,547219
14012822,1.5,4,1188,2,33811740,-118021215,6100,96180,1,1959,376187
14016891,2,4,1270,2,33848960,-118004992,6000,96180,1,1958,54463
14121059,2,4,1370,2,33840840,-118029852,6750,96180,1,1956,465990
14124881,2,4,1604,2,33852835,-118034773,6017,96180,1,1958,294355
14126777,2,4,1497,2,33853757,-118024023,6000,96180,1,1962,59970
14701529,2.5,4,2043,2,33831650,-118017640,0,96180,1,1997,350689
13905369,2,4,1664,2,33840255,-118012293,6000,96180,1,1955,457970
13908278,2,4,1582,2,33842957,-117985337,9090,96180,1,1958,216836
13908401,2.5,4,2337,2,33842637,-117986657,6800,96180,1,1982,636853
13908424,2.5,4,2474,2,33841429,-117986311,5685,96180,1,1981,379970
14010890,2,4,1287,2,33826762,-118018474,6800,96180,1,1956,246312
14011389,1.5,4,1187,2,33818486,-118017537,6000,96180,1,1959,248994
14012270,1.5,4,1237,2,33813717,-118023207,8240,96180,1,1959,55295
14016992,3,4,1909,2,33847932,-118003020,6191,96180,1,1959,103661
14126632,3,4,2114,2,33850672,-118022394,7448,96180,1,1962,499309
14126655,2,4,1497,2,33851321,-118019239,6240,96180,1,1962,272647
14127185,2,4,1245,2,33854657,-118011971,6076,96180,1,1959,227019
13909577,3,4,2522,2,33849341,-117987885,4926,96180,1,2001,530591
13905393,2,4,1540,2,33839579,-118010443,7700,96180,1,1955,272042
13905439,2,4,1344,2,33845130,-118011769,6100,96180,1,1955,278027
13906981,3,4,2024,2,33852136,-117985358,7000,96180,1,1956,66154
14010822,2,4,1639,2,33828074,-118013614,7500,96180,1,1956,544000
14010868,2,4,1512,2,33828022,-118018020,6600,96180,1,1956,358979
14011964,1.5,4,1236,2,33815147,-118020073,7000,96180,1,1959,81405
14012394,1.5,4,1188,2,33812615,-118020410,6600,96180,1,1958,51551
14012801,1.5,4,1188,2,33811232,-118022040,6100,96180,1,1959,158736
14015103,2,4,1286,2,33837868,-118006758,6000,96180,1,1956,310579
14015149,2,4,1707,2,33836504,-118009104,6660,96180,1,1956,120644
14121184,3,4,2303,2,33840081,-118032776,6422,96180,1,1958,243829
14124814,2,4,2521,2,33852055,-118033744,10000,96180,1,1958,234320
14126879,2,4,1840,2,33852304,-118012084,17578,96180,1,1971,128855
14127163,2,4,1245,2,33855418,-118014490,11616,96180,1,1959,60340
14701508,3,4,1939,2,33831091,-118018205,0,96180,1,1997,600000
14119417,2.5,4,1739,2,33832877,-118024030,2861,96180,1,2001,335688
14119578,3,4,2760,2,33833212,-118019933,3762,96180,1,2012,188166
13905540,2,4,1723,2,33835010,-118017400,7200,96180,1,1955,305059
13907005,2,4,1656,2,33852782,-117992094,6300,96180,1,1956,57676
13907343,2,4,2516,2,33847673,-117992474,6750,96180,1,1956,538082
13907366,3,4,2018,2,33842915,-117990846,6000,96180,1,1955,110139
13907927,2,4,1872,2,33845885,-117980655,6600,96180,1,1958,80929
13908380,2.5,4,2474,2,33842714,-117988183,6460,96180,1,1981,328179
14010663,2,4,1801,2,33829276,-118017543,9373,96180,1,1956,559188
14010800,2,4,1636,2,33828006,-118014164,8778,96180,1,1956,460489
14011345,2,4,2355,2,33818717,-118014954,7176,96180,1,1959,178709
14011368,3,4,1752,2,33818153,-118015695,6000,96180,1,1959,541584
14012080,1.5,4,1187,2,33814405,-118024712,6000,96180,1,1959,157497
14012756,1.5,4,1188,2,33810277,-118018312,7272,96180,1,1958,61883
14012779,1.5,4,1784,2,33810876,-118022867,6100,96180,1,1959,295935
14120947,2,4,1370,2,33844005,-118029855,6279,96180,1,1955,478357
14126611,2,4,1497,2,33851117,-118021281,6300,96180,1,1962,507630
14126949,2,4,1497,2,33853478,-118020057,6600,96180,1,1963,384886
14131436,2,4,1420,2,33860411,-118016160,7200,96180,1,1963,511686
13905666,3,4,2567,2,33832590,-118017193,3375,96180,1,2009,698016
14126681,2,4,1498,2,33851355,-118025429,6100,96180,1,1961,535544
13906078,2.5,4,2082,2,33836436,-117991249,5600,96180,1,1985,285128
13906645,2.5,4,2346,2,33855024,-117996280,6500,96180,1,1981,541020
13906960,2,4,1706,2,33853525,-117984775,6000,96180,1,1955,227500
13907106,2,4,1369,2,33851656,-117989614,6000,96180,1,1956,56060
13907321,2,4,1370,2,33848807,-117991358,6500,96180,1,1956,469000
13908358,2,4,1930,2,33840329,-117987587,7600,96180,1,1958,584000
14010847,3,4,1848,2,33825727,-118016335,7200,96180,1,1962,457605
14014990,2,4,1286,2,33836399,-118003781,6540,96180,1,1956,430567
14121140,2,4,1370,2,33839435,-118030202,6180,96180,1,1956,68842
14126735,2,4,1497,2,33852877,-118026876,6000,96180,1,1962,240086
14127142,2,4,1245,2,33854805,-118018570,6225,96180,1,1959,343477
14127349,3,4,1778,2,33856317,-118022246,6144,96180,1,1963,84695
14701487,2.5,4,2043,2,33831244,-118016944,0,96180,1,1998,385897
13905625,3,4,3152,2,33832111,-118016775,4000,96180,1,2009,749508
13905304,2,4,1344,2,33842620,-118010934,6000,96180,1,1955,55221
13907230,2,4,1880,2,33848822,-117984926,6100,96180,1,1956,221721
13907906,2,4,1552,2,33846541,-117981220,7000,96180,1,1958,79315
13908259,2,4,1840,2,33836607,-117985362,7000,96180,1,1957,365244
14010756,2,4,1287,2,33829090,-118012946,6480,96180,1,1956,323104
14011921,1.5,4,1237,2,33815754,-118018865,6000,96180,1,1958,56759
14012228,1.5,4,1236,2,33812174,-118023778,6360,96180,1,1956,501533
14012689,3,4,1677,2,33810758,-118016550,6005,96180,1,1958,524895
14012712,1.5,4,1765,2,33811238,-118019400,6000,96180,1,1958,72546
14014968,2,4,1286,2,33836389,-118005028,6497,96180,1,1956,231995
14016612,2,4,1725,2,33853923,-118008659,6000,96180,1,1959,196006
14119661,2,4,1732,2,33836384,-118021524,6240,96180,1,1956,505000
14126590,2,4,1497,2,33851816,-118020458,6300,96180,1,1962,317535
14126928,2,4,1497,2,33853142,-118019600,6240,96180,1,1963,537000
14127488,2,4,1498,2,33853820,-118025954,7200,96180,1,1962,67472
14127588,2,4,1344,2,33852276,-118015983,10986,96180,1,1971,507411
13905718,3,4,2745,2,33832675,-118014565,4014,96180,1,2008,772352
14127191,2,4,1245,2,33854524,-118013969,6500,96180,1,1959,397889
13907239,2,4,1829,2,33848401,-117985324,6100,96180,1,1958,206147
14131326,3,4,2542,2,33858085,-118020403,5338,96180,1,2012,676152
13905497,2,4,1344,2,33843722,-118011862,6000,96180,1,1955,234183
13907085,2,4,1912,2,33852099,-117990813,6000,96180,1,1956,64405
13907254,2,4,1552,2,33847327,-117984812,5700,96180,1,1958,494000
13907300,2,4,1421,2,33849760,-117992232,6660,96180,1,1956,256922
13907884,2,4,1933,2,33846544,-117982076,7560,96180,1,1958,304726
14010949,2,4,1286,2,33827140,-118015147,6000,96180,1,1956,295843
14011609,1.5,4,1249,2,33821517,-118012501,6200,96180,1,1963,105956
14012206,1.5,4,1187,2,33812555,-118024245,7100,96180,1,1959,176619
14012667,1.5,4,1237,2,33811927,-118018346,6052,96180,1,1958,261406
14013992,3,4,3630,2,33823456,-118015247,5400,96180,1,1990,839000
14014594,1.5,4,1475,2,33841253,-118004527,6100,96180,1,1958,61964
14015230,2,4,1286,2,33836461,-118006412,6100,96180,1,1956,56297
14016828,2,4,1270,2,33847955,-118007326,6030,96180,1,1958,221878
14120881,2,4,1370,2,33844410,-118031291,6600,96180,1,1955,482664
14126714,2,4,1498,2,33850670,-118024618,6100,96180,1,1961,456862
13905725,3,4,2745,2,33832126,-118015185,4000,96180,1,2008,725000
13905671,3,4,2567,2,33832841,-118016798,3375,96180,1,2009,656480
13905283,2,4,1355,2,33839823,-118014083,6000,96180,1,1955,210558
13907209,2,4,1939,2,33849789,-117984908,6400,96180,1,1956,67084
13907739,2,4,1964,2,33851494,-117981573,6060,96180,1,1958,303067
14010735,2,4,1287,2,33830285,-118012559,6138,96180,1,1956,219178
14011900,1.5,4,1201,2,33814769,-118018299,6600,96180,1,1958,434923
14012046,1.5,4,1187,2,33815095,-118025156,6200,96180,1,1959,196316
14012307,1.5,4,1188,2,33813081,-118021229,6100,96180,1,1959,63050
14014947,2,4,1286,2,33837333,-118003071,6343,96180,1,1956,442099
14127444,2,4,1498,2,33854403,-118023700,6200,96180,1,1962,63032
13905744,3,4,2567,2,33833226,-118015227,3375,96180,1,2008,720138
13905476,2,4,1355,2,33843292,-118012200,7650,96180,1,1955,190390
13906772,3,4,1634,2,33854224,-117988640,6200,96180,1,1955,100357
13907064,2,4,1657,2,33852372,-117990816,6600,96180,1,1956,195594
13907187,2,4,1920,2,33851271,-117988054,5888,96180,1,1956,308689
14011427,1.5,4,1236,2,33817762,-118014446,6000,96180,1,1959,340910
14012024,1.5,4,1187,2,33814716,-118021937,6000,96180,1,1959,197897
14012838,1.5,4,1669,2,33811240,-118020881,6100,96180,1,1958,127167
14013971,3.5,4,3221,2,33823449,-118013094,5400,96180,1,1990,774974
14014696,4,4,3104,2,33839636,-118003256,6000,96180,1,2006,521220
14121075,2,4,1320,2,33842042,-118028036,6000,96180,1,1955,367702
14126363,2,4,1846,2,33847065,-118014387,6541,96180,1,1956,316040
14126693,2,4,1850,2,33851092,-118024020,6100,96180,1,1961,199640
14701545,2.5,4,2043,2,33831650,-118017640,0,96180,1,1997,346633
13903910,2,4,1355,2,33839771,-118020391,6000,96180,1,1954,54689
13904102,2,4,1355,2,33842336,-118021783,6000,96180,1,1954,246313
13906581,1.5,4,1178,2,33847721,-117981513,6000,96180,1,1957,198062
13907718,2,4,1552,2,33851651,-117983249,6666,96180,1,1958,462322
14011497,3,4,2576,2,33822536,-118015097,6030,96180,1,1959,164954
14011856,2.5,4,1695,2,33814474,-118017149,6300,96180,1,1958,262273
14012002,1.5,4,1236,2,33815133,-118022142,6006,96180,1,1959,56320
14012286,1.5,4,1697,2,33812240,-118021721,6100,96180,1,1959,63650
14014505,2,4,1843,2,33839612,-118007111,6332,96180,1,1956,515000
14014674,2,4,1920,2,33840326,-118002027,6138,96180,1,1956,273993
14123171,3,4,2017,2,33838454,-118031198,7000,96180,1,1956,62648
14127009,2,4,1497,2,33852084,-118021291,6300,96180,1,1962,492396
14127032,2,4,1497,2,33854671,-118022616,6900,96180,1,1963,326363
14127055,2,4,1497,2,33854209,-118023007,6900,96180,1,1963,60809
13905706,3,4,3152,2,33833593,-118015714,4429,96180,1,2008,798460
14131347,3,4,2316,2,33858085,-118020403,3512,96180,1,2013,823625
13903765,2,4,1355,2,33842761,-118025969,7020,96180,1,1954,70555
13904341,4,4,3027,2,33845278,-118024653,6900,96180,1,1992,746208
13904879,3,4,2307,2,33838840,-118017832,6000,96180,1,1955,411257
13905409,2,4,1344,2,33846251,-118011155,6240,96180,1,1955,235529
13905455,2,4,1751,2,33844441,-118011359,6100,96180,1,1955,464512
13908295,2,4,1390,2,33841812,-117985238,9000,96180,1,1958,324582
14011406,1.5,4,1187,2,33817418,-118017716,7178,96180,1,1959,237973
14011980,1.5,4,1236,2,33816035,-118020534,6100,96180,1,1959,328921
14015188,2,4,1736,2,33835895,-118006718,8611,96180,1,1956,371775
14017391,2,4,1801,2,33854793,-118000479,7308,96180,1,1959,272647
14017506,2,4,1914,2,33849739,-118001210,6048,96180,1,1959,87849
14123149,2,4,1715,2,33838749,-118028618,6000,96180,1,1955,93198
14123754,2,4,1463,2,33854277,-118031986,6154,96180,1,1957,62982
14124876,2,4,1767,2,33853106,-118035174,6000,96180,1,1958,348954
14126772,2,4,1497,2,33852856,-118024006,9990,96180,1,1962,153695
14126795,2,4,1498,2,33852498,-118025624,6100,96180,1,1961,236043
14701524,2.5,4,2043,2,33830936,-118017089,0,96180,1,1997,363816
14119433,2.5,4,1739,2,33833234,-118023553,2359,96180,1,2002,538477
13905735,3,4,2567,2,33833099,-118015611,3375,96180,1,2008,716873
13906683,2,4,1547,2,33855641,-117989157,6222,96180,1,1955,454000
13906706,2,4,1418,2,33855181,-117990042,6000,96180,1,1955,53153
13908127,2,4,1726,2,33837114,-117987404,8524,96180,1,1956,272426
13908396,2.5,4,2474,2,33842623,-117987245,7350,96180,1,1982,353634
13908419,2.5,4,2673,2,33842153,-117986318,5685,96180,1,1981,353395
14011384,1.5,4,1187,2,33817867,-118017268,6000,96180,1,1959,206366
14012096,1.5,4,1187,2,33814679,-118024970,6100,96180,1,1959,244044
14012265,1.5,4,1188,2,33813714,-118022081,6200,96180,1,1959,244077
14016987,2,4,1738,2,33847925,-118002717,6256,96180,1,1959,490842
14126527,2,4,1418,2,33851581,-118018163,8789,96180,1,1953,246033
14126988,2,4,1953,2,33852781,-118020676,6300,96180,1,1963,470782
14127203,2,4,1245,2,33854835,-118013143,6100,96180,1,1959,262060
13903721,2,4,1355,2,33840067,-118026263,6000,96180,1,1954,58209
13904059,2,4,1355,2,33843786,-118023930,6000,96180,1,1954,213103
13904981,3,4,1888,2,33836765,-118017220,6000,96180,1,1957,583768
13906976,2,4,1528,2,33852408,-117984553,6887,96180,1,1956,465999
13907145,2,4,2065,2,33851669,-117987590,6700,96180,1,1956,426366
14011959,1.5,4,1236,2,33815740,-118019701,6600,96180,1,1959,228784
14012389,1.5,4,1237,2,33813039,-118019615,6000,96180,1,1958,306986
14012796,1.5,4,1694,2,33812070,-118022048,6100,96180,1,1959,89558
14015006,2,4,1286,2,33836247,-118002922,6225,96180,1,1956,438281
14016309,2,4,1202,2,33844202,-118006803,898,96180,1,1964,288271
14120941,2,4,1320,2,33843993,-118031076,6221,96180,1,1955,522853
14121133,2,4,1722,2,33839447,-118028777,6180,96180,1,1956,237657
14123733,2,4,1254,2,33856031,-118030533,6080,96180,1,1961,52539
14124809,2.5,4,1568,2,33851153,-118033688,6600,96180,1,1958,413346
14126751,2,4,1497,2,33853500,-118024870,6240,96180,1,1962,547000
14126966,2,4,1497,2,33852808,-118023137,6448,96180,1,1963,317039
14131301,2,4,1420,2,33861528,-118018207,10220,96180,1,1964,272794
14701503,3,4,1939,2,33830954,-118018479,0,96180,1,1997,486934
14131316,3,4,2316,2,33858085,-118020403,3586,96180,1,2013,745566
13907922,2,4,1552,2,33845070,-117980948,8075,96180,1,1958,455847
13908375,2.5,4,2474,2,33841982,-117988133,5502,96180,1,1981,564284
14011340,2.5,4,1752,2,33819117,-118015877,6000,96180,1,1959,495285
14011363,1.5,4,1654,2,33818122,-118016921,6603,96180,1,1959,308859
14012367,2.5,4,1472,2,33813330,-118017285,6300,96180,1,1958,91769
14014030,3.5,4,3221,2,33823798,-118013590,5100,96180,1,1990,810093
14014746,1.5,4,1523,2,33837932,-117994314,5580,96180,1,1955,173352
14015314,3,4,2119,2,33833492,-118007185,6900,96180,1,1959,588000
14015383,3,4,1877,2,33834259,-118004718,6060,96180,1,1955,440330
14119677,3,4,1590,2,33835693,-118021509,6300,96180,1,1955,320937
14126606,2,4,1497,2,33851125,-118020243,6300,96180,1,1962,298757
14126944,2,4,1497,2,33853471,-118021098,6300,96180,1,1963,385433
14127504,2,4,1518,2,33854853,-118026812,6099,96180,1,1973,435127
13909551,3,4,2522,2,33849892,-117987229,4592,96180,1,2001,519554
13905321,2,4,1344,2,33842345,-118010931,6000,96180,1,1955,447065
13906096,2.5,4,2082,2,33836852,-117990700,5600,96180,1,1985,629455
13906640,2.5,4,2346,2,33855436,-117995496,6500,96180,1,1981,291737
13907101,2,4,1656,2,33851649,-117990602,6000,96180,1,1956,396827
13908353,2,4,1373,2,33840819,-117987280,8550,96180,1,1958,75811
14011579,1.5,4,1547,2,33820697,-118018084,7020,96180,1,1959,59051
14012345,1.5,4,1527,2,33813746,-118017497,6300,96180,1,1958,128525
14014839,2.5,4,1522,2,33836273,-117994868,6000,96180,1,1956,325737
14120897,2,4,1320,2,33843967,-118028384,6220,96180,1,1955,175003
14120966,2,4,1320,2,33842566,-118031267,6798,96180,1,1955,67019
14123689,2,4,1254,2,33857490,-118032087,8096,96180,1,1961,522000
14126730,2,4,1862,2,33852053,-118026868,6000,96180,1,1961,560000
14131409,2,4,1522,2,33859228,-118014818,10400,96180,1,1966,89696
14119562,3,4,2760,2,33831884,-118025703,4212,96180,1,2012,668288
13903847,2,4,1355,2,33840266,-118023442,6161,96180,1,1954,130661
13905299,3,4,2812,2,33839546,-118014279,6100,96180,1,1955,468105
13907225,2,4,1422,2,33849094,-117985331,6100,96180,1,1956,278250
13907248,2,4,2252,2,33847770,-117984394,15600,96180,1,1947,268291
14010943,2,4,1286,2,33826546,-118014969,8220,96180,1,1956,262693
14011916,2,4,1211,2,33816579,-118018873,6000,96180,1,2013,245505
14012223,1.5,4,1691,2,33811847,-118023426,6360,96180,1,1959,330571
14012323,1.5,4,1237,2,33814008,-118019409,6100,96180,1,1958,51551
14012661,1.5,4,1188,2,33811655,-118019404,6000,96180,1,1958,222553
14012684,1.5,4,1237,2,33811582,-118016558,6004,96180,1,1958,391614
14012730,1.5,4,1973,2,33810545,-118019393,6000,96180,1,1958,80102
14014009,3,4,3630,2,33823485,-118014748,5778,96180,1,1990,731961
14014186,2.5,4,2795,2,33828648,-118016388,4675,96180,1,1997,433931
14014963,2,4,1738,2,33835759,-118005450,6600,96180,1,1956,240913
14127483,2,4,1498,2,33854755,-118025958,13231,96180,1,1962,459995
14010693,2.5,4,1756,2,33831110,-118013374,3514,96180,1,2009,579000
13905492,2,4,1344,2,33843730,-118010874,6000,96180,1,1955,419110
13906788,2,4,1418,2,33855650,-117987762,6115,96180,1,1955,439000
13907080,2,4,1511,2,33852105,-117989815,6000,96180,1,1956,503000
13908501,2,4,1732,2,33849180,-117981219,6649,96180,1,1959,161815
14011466,1.5,4,1032,2,33819600,-118015386,7300,96180,1,1959,432373
14011535,1.5,4,1588,2,33821631,-118016741,8008,96180,1,1959,58742
14011604,1.5,4,1249,2,33821780,-118012827,6000,96180,1,1963,480000
14012201,1.5,4,1843,2,33811997,-118025515,6360,96180,1,1959,556000
14014087,2.5,4,2795,2,33830920,-118015274,4930,96180,1,1997,431706
14015225,2,4,1286,2,33837314,-118006430,7000,96180,1,1956,329671
14016267,2,4,1216,2,33845238,-118006412,898,96180,1,1964,305059
14016823,2,4,1445,2,33847964,-118006333,6030,96180,1,1958,239694
14121091,3,4,1787,2,33840142,-118028794,6600,96180,1,1957,345016
14123063,2,4,1422,2,33837058,-118029795,6000,96180,1,1955,403674
14126709,2,4,1498,2,33850661,-118025622,6100,96180,1,1961,59426
14127461,2,4,1574,2,33854787,-118025476,8784,96180,1,1962,397889
14131388,2,4,1434,2,33861807,-118016531,7171,96180,1,1963,64866
14701461,2.5,4,2043,2,33831367,-118016349,0,96180,1,1998,540416
14012209,1.5,4,1487,2,33812006,-118024297,6360,96180,1,1959,558387
14016632,1,4,1756,2,33853656,-118007155,7935,96180,1,1959,60122
14119564,3,4,2452,2,33831884,-118025703,3780,96180,1,2012,652793
13907204,2,4,1422,2,33850237,-117985335,6499,96180,1,1956,293819
13907442,3,4,1416,2,33841774,-117988819,6750,96180,1,1955,332190
14010730,2,4,1539,2,33830262,-118013552,6539,96180,1,1956,455789
14011444,1.5,4,1187,2,33819579,-118017412,6200,96180,1,1959,58916
14011513,1.5,4,1187,2,33822109,-118016089,6300,96180,1,1959,261380
14011872,1.5,4,1237,2,33815165,-118017473,7000,96180,1,1958,211882
